name,lines,units,lines_WRO5,lines_XPO1,first_month,last_month,family,shank,L_est,fkey,skus,fc_dominant,purity,fc_last
WERHE® Szpic SDS Plus 14 x 150 mm – Szpicak do kucia betonu - Dłuto do usuwania płytek - Akcesoria do młotowiertarek i młotów wyburzeniowych,4,16.0,4,0,2025-02,2025-11,chisel_point,sds_plus,150.0,chisel_point|d14|l150|sds_plus,,WRO5,1.0,WRO5
WERKON SDS Max dłuto płaskie 50 x 400 mm dłuto szerokie płaskie szerokie dłuto,4,16.0,0,4,2026-02,2026-06,chisel_flat,sds_max,400.0,chisel_flat|d50|l400|sds_max,,XPO1,1.0,XPO1
Ubijaczka Czarna Hex 250x200mm HEX30,3,16.0,3,0,2026-07,2026-08,other,hex30,200.0,other|hex30,"6U6,6h30",WRO5,1.0,WRO5
Groszkownik 300mm 40x40mm 25 zębów SDS PLUS,1,15.0,1,0,2026-07,2026-07,chisel_bush,sds_plus,40.0,chisel_bush|d40|l40|sds_plus,6GR25x300p,WRO5,1.0,WRO5
Dłuto do betonu 20x400 Sds plus,1,15.0,0,1,2026-08,2026-08,chisel_flat,sds_plus,400.0,chisel_flat|d20|l400|sds_plus,3DB20x400p,XPO1,1.0,XPO1
Dłuto do betonu 50 x 250 SDS PLUS,2,15.0,2,0,2026-07,2026-07,chisel_flat,sds_plus,250.0,chisel_flat|d50|l250|sds_plus,3DB50x250p,WRO5,1.0,WRO5
WERHE® Brzeszczot do wyrzynarki T218A 5 szt. do cięcia metalu - do cięcia po łukach cienkich blach (1-3 mm) - brzeszczot do metalu do wyrzynarki z uchwytem w kształcie litery T,2,15.0,2,0,2025-03,2025-09,blade_jigsaw,,150.0,blade_jigsaw|T218A|n5,,WRO5,1.0,WRO5
WERHE Dłuta płaskie SDS Plus 50 x 400 mm,4,15.0,0,4,2024-09,2026-02,other,sds_plus,400.0,other|sds_plus,,XPO1,1.0,XPO1
WERHE® Brzeszczot do wyrzynarek do cięcia drewna 2379/1 - do giętych cięć w laminacie i płytach wiórowych - brzeszczoty do pił do wyrzynarek z uchwytem T - akcesoria do wyrzynarek,2,15.0,2,0,2025-04,2026-01,other,,150.0,other,,WRO5,1.0,WRO5
"Max WERHE przedłużka do wiertła SDS Max na SDS, 300 mm, stal",1,15.0,1,0,2026-06,2026-06,extension,sds_max,300.0,extension|l300|sds_max,,WRO5,1.0,WRO5
"WERHE® Młotek gumowy SDS Max do młota udarowego o średnicy ⌀36 mm – gumowy bijak idealny do prac przy blachach, kostce brukowej, palach",2,15.0,2,0,2026-02,2026-03,other,sds_max,150.0,other|d36|sds_max,,WRO5,1.0,WRO5
WERHE® Dłuto SDS Plus 30 x 150 mm - Dłuto płaskie do kucia betonu - Dłuto do usuwania płytek - Akcesoria do młotowiertarek i młotów wyburzeniowych,2,15.0,2,0,2025-02,2025-03,chisel_flat,sds_plus,150.0,chisel_flat|d30|l150|sds_plus,,WRO5,1.0,WRO5
WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 6 x 110 mm kamień młotkowy Quadro X Quadruple cięcie krzyżowe,2,15.0,2,0,2025-02,2025-06,drill_bit,sds_plus,110.0,drill_bit|d6|l110|sds_plus,,WRO5,1.0,WRO5
WERHE ® Profesjonalny 5 szt. SDS Plus wiertło do betonu 6 x 210 mm młotek kamień beton Quadro X poczwórne cięcie przecinak,2,15.0,2,0,2024-10,2025-02,drill_bit,sds_plus,210.0,drill_bit|d6|l210|sds_plus,,WRO5,1.0,WRO5
Zawleczki szybkie 5sztuk,1,15.0,1,0,2026-07,2026-07,pin,,150.0,pin|n5,,WRO5,1.0,WRO5
"WERHE szpicak SDS Plus, 600 mm, stal hartowana, do betonu, mur",1,15.0,0,1,2026-06,2026-06,chisel_point,sds_plus,600.0,chisel_point|l600|sds_plus,,XPO1,1.0,XPO1
WERHE ® Profesjonalne 5-cz. SDS Plus wiertło do betonu 12 x 210 mm młotek kamień beton Quadro X czterokrotne ostrze krzyżowe,2,15.0,2,0,2025-02,2026-04,drill_bit,sds_plus,210.0,drill_bit|d12|l210|sds_plus,,WRO5,1.0,WRO5
WERHE ® Profesjonalny Adapter Śrubowy do Stihl BT 106 °C BT 120 °C BT 121 BT 130 BT 131 Wiertła Słupowego,1,15.0,1,0,2026-01,2026-01,adapter,,150.0,adapter,,WRO5,1.0,WRO5
"WERHE dłuto płaskie SDS Max 50 x 600 mm, twarda stal do betonu i muru",1,15.0,0,1,2026-06,2026-06,chisel_flat,sds_max,600.0,chisel_flat|d50|l600|sds_max,,XPO1,1.0,XPO1
WERHE® Szpic SDS Plus 14 x 250 mm – Szpicak do kucia betonu - Dłuto do usuwania płytek - Akcesoria do młotowiertarek i młotów wyburzeniowych,3,15.0,3,0,2025-02,2025-10,chisel_point,sds_plus,250.0,chisel_point|d14|l250|sds_plus,,WRO5,1.0,WRO5
"WERHE® Profesjonalny wbijak do kotew gruntowych HEX28 20,2 mm – solidna stal do prętów uziomowych - kompatybilny z młotami wyburzeniowymi HEX28",2,15.0,2,0,2026-03,2026-04,driver_rod,hex28,150.0,driver_rod|d20.2|hex28,,WRO5,1.0,WRO5
"WERHE ® SDS Plus zestaw dłut 400 mm ekstra długi i twardy 3-częściowy 20, 50 mm końcówka dłuta",1,15.0,0,1,2026-05,2026-05,set_chisel,sds_plus,400.0,set_chisel|sds_plus|n3,,XPO1,1.0,XPO1
"WERHE pobijak do uziomów SDS Max 16,5 mm, stal hartowana do młotowiertarek",2,15.0,2,0,2026-06,2026-06,driver_rod,sds_max,150.0,driver_rod|d16.5|sds_max,,WRO5,1.0,WRO5
"WERHE® Profesjonalny wbijak do gwoździ uziemiających HEX28 Ø32,5mm 45x260mm do wbijania elektrod uziemiających Elektrody uziemiające - wbijak młotkowy wbijak sztyftowy wbijak sztyftowy",3,15.0,3,0,2024-09,2026-03,driver_rod,hex28,260.0,driver_rod|d32.5|l260|hex28,,WRO5,1.0,WRO5
Profesjonalny dłuto szpiczaste SDS Max 600 mm dłuto punktowe dłuto młot rozbiórki,2,15.0,0,2,2025-10,2026-05,chisel_flat,sds_max,600.0,chisel_flat|l600|sds_max,,XPO1,1.0,XPO1
"WERHE świder ziemny 50 mm, ostrza z węglika, 80 cm, do wiertarek",1,15.0,0,1,2026-06,2026-06,auger,,800.0,auger|d50|l800,,XPO1,1.0,XPO1
WERHE Profesjonalne wiertło SDS Plus do betonu 12 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2,15.0,0,2,2024-09,2025-03,drill_bit,sds_plus,600.0,drill_bit|d12|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE® Groszkownik dłutowy SDS MAX 4 zęby dł. 200 mm, prostokąt 40x7 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",4,15.0,4,0,2025-02,2025-12,chisel_bush,sds_max,40.0,chisel_bush|d7|l40|sds_max,,WRO5,1.0,WRO5
WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 8 x 210 mm młotek kamień beton Quadro X Quadruple cięcie krzyżowe,2,15.0,2,0,2025-02,2025-04,drill_bit,sds_plus,210.0,drill_bit|d8|l210|sds_plus,,WRO5,1.0,WRO5
"WERHE® Brzeszczoty do piły szablastej długość 305 mm 8TPI - brzeszczot z węglików spiekanych - do cięcia żeliwa, stali stopowej, grubego metalu",2,15.0,2,0,2025-02,2025-10,blade_recip,,305.0,blade_recip|l305,,WRO5,1.0,WRO5
WERKON wiertło do betonu SDS Max 40x600 mm z ostrza krzyżowego z węglika,2,14.0,0,2,2026-06,2026-06,drill_bit,sds_max,600.0,drill_bit|d40|l600|sds_max,,XPO1,1.0,XPO1
WERKON Profi SDS Max dłuto płaskie 75 x 400 mm szerokie dłuto płaskie szerokie dłuto,3,14.0,3,0,2025-12,2026-05,chisel_flat,sds_max,400.0,chisel_flat|d75|l400|sds_max,,WRO5,1.0,WRO5
WERKON Profesjonalne wiertło do betonu SDS Plus 20 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,3,14.0,0,3,2024-09,2026-03,drill_bit,sds_plus,460.0,drill_bit|d20|l460|sds_plus,,XPO1,1.0,XPO1
"WERKON zestaw dłut SDS Hex 3-częściowy, 410 mm",3,14.0,3,0,2026-06,2026-06,set_chisel,hex30,410.0,set_chisel|hex30|n3,,WRO5,1.0,WRO5
WERHE świder ziemny 150 mm z ostrzami z węglika spiekanego – Wytrzymała stal do sadzenia drzew i budowy ogrodzeń – kompatybilny z SDS Max – Dla profesjonalistów i majsterkowiczów,2,14.0,0,2,2026-05,2026-05,auger,sds_max,800.0,auger|d150|sds_max,,XPO1,1.0,XPO1
WERHE profesjonalny zestaw dłut sześciokątnych SDS 30 50 x 410 mm gniazdo z zimną końcówką płaskie szerokie do młota rozbiórkowego,5,14.0,0,5,2024-08,2025-12,set_chisel,hex,410.0,set_chisel|hex|n50,,XPO1,1.0,XPO1
"WERHE płyta ubijająca do młotów elektrycznych, 30 mm sześciokąt, 26 cm",3,14.0,3,0,2026-06,2026-06,tamper,hex30,260.0,tamper|hex30,,WRO5,1.0,WRO5
Wiertło do betonu 40x600 sds max,2,14.0,0,2,2026-07,2026-07,drill_bit,sds_max,600.0,drill_bit|d40|l600|sds_max,2WB40x600m,XPO1,1.0,XPO1
"WERHE przedłużka do wiertła 750 mm, adapter SDS Max, długość robocza 610 mm",1,14.0,0,1,2026-06,2026-06,extension,sds_max,610.0,extension|l610|sds_max,,XPO1,1.0,XPO1
WERHE profesjonalna wiertarka do ślimaka 150 mm Pełna Stal podwójny wałek runo dobrze wytrzymałe z adapterem SDS Plus - TO JEST ZWYKŁA,1,14.0,0,1,2024-07,2024-07,auger,sds_plus,800.0,auger|d150|sds_plus|dbl,,XPO1,1.0,XPO1
WERHE® Bruzdownik Skrzydełkowy SDS MAX 60 x 600 mm - Dłuto kanałowe do młotowiertarki - Dłuto do kucia w cegle i betonie,3,14.0,0,3,2025-01,2026-03,chisel_gouge,sds_max,600.0,chisel_gouge|d60|l600|sds_max,,XPO1,1.0,XPO1
"WERHE Świder ziemny do wiertarki z adapterem HEX ⌀50 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",1,14.0,0,1,2026-05,2026-05,auger,hex,800.0,auger|d50|l800|hex,,XPO1,1.0,XPO1
WERHE ® Profesjonalne Wiertło SDS Plus Do Betonu 18 x 600 mm Udarowe i Do Kamienia,3,13.0,0,3,2025-09,2026-04,drill_bit,sds_plus,600.0,drill_bit|d18|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE świder ziemny 60 mm, adapter Hex, wiertło ręczne do sadzenia drzew",1,13.0,0,1,2026-06,2026-06,auger,hex,800.0,auger|d60|hex,,XPO1,1.0,XPO1
WERHE Profi dłuto płaskie płaskie 20 x 400 mm SDS Plus,3,13.0,0,3,2025-10,2026-05,chisel_flat,sds_plus,400.0,chisel_flat|d20|l400|sds_plus,,XPO1,1.0,XPO1
"Zestaw Szpic , 35 x 410 hex30",3,13.0,0,3,2026-08,2026-08,set_chisel,hex30,410.0,set_chisel|hex30|n35,,XPO1,1.0,XPO1
Świder do Gleby 60D HEX,1,13.0,0,1,2026-08,2026-08,auger,hex,800.0,auger|hex,,XPO1,1.0,XPO1
WERHE® Dłuto SDS Plus 50 x 250 mm - Dłuto płaskie do kucia betonu - Dłuto do usuwania płytek - Akcesoria do młotowiertarek i młotów wyburzeniowych,3,13.0,3,0,2025-02,2025-10,chisel_flat,sds_plus,250.0,chisel_flat|d50|l250|sds_plus,,WRO5,1.0,WRO5
WERHE nasadka świdra ziemnego Ø 200 mm podwójna spirala,1,12.0,0,1,2026-06,2026-06,other,,800.0,other|d200|dbl,,XPO1,1.0,XPO1
"WERHE® Groszkownik HEX30 25 zębów dł. 300 mm, kwadrat 40 mm Wytrzymałe dłuto do prac betonowych – Kwadratowe",2,12.0,2,0,2026-03,2026-03,chisel_bush,hex30,300.0,chisel_bush|d40|l300|hex30,,WRO5,1.0,WRO5
"WERHE® Dłuto udarowe SDS MAX, 4 zęby, 200 mm – do obróbki betonu i kamienia",3,12.0,3,0,2026-03,2026-05,chisel_flat,sds_max,200.0,chisel_flat|l200|sds_max,,WRO5,1.0,WRO5
"WERHE® Groszkownik HEX30 16 zębów dł. 220 mm, kwadrat 36 mm - Młoty nasadowe do elektrycznych młotów wyburzeniowych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",4,12.0,4,0,2025-02,2025-12,chisel_bush,hex30,220.0,chisel_bush|d36|l220|hex30,,WRO5,1.0,WRO5
"WERHE® Groszkownik HEX30 25 zębów dł. 300 mm, kwadrat 40 mm - Młoty nasadowe do elektrycznych młotów wyburzeniowych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",3,12.0,3,0,2025-03,2025-12,chisel_bush,hex30,300.0,chisel_bush|d40|l300|hex30,,WRO5,1.0,WRO5
"WERHE Profesjonalny zestaw dłut sześciokątnych SDS, 2 sztuki, 35, 50 mm, płaska krawędź ze stali stopowej, nasadka do młota wyburzeniowego",2,12.0,0,2,2024-09,2024-10,set_chisel,hex,,set_chisel|hex|n3,,XPO1,1.0,XPO1
Wiertło do gleby 50D Hex,1,12.0,0,1,2026-07,2026-07,auger,hex,800.0,auger|hex,,XPO1,1.0,XPO1
"WERHE zestaw dłut płaskich 35/50 x 410 mm, SDS Hex, do betonu i muru",2,12.0,0,2,2026-06,2026-06,set_chisel,hex30,410.0,set_chisel|hex30|n50,,XPO1,1.0,XPO1
"WERHE przedłużka 200 mm, 1 1/4 cala UNC, do koronki wiertniczej, otwornica",1,12.0,1,0,2026-06,2026-06,extension,unc_1_1_4,200.0,extension|l200|unc_1_1_4,,WRO5,1.0,WRO5
Wbijak do pali 65x80x235 HEX30,1,12.0,1,0,2026-07,2026-07,driver_pile,hex30,80.0,driver_pile|d65|l80|hex30,6PO65x235h30,WRO5,1.0,WRO5
Świder do Gleby 50D SDS MAX,1,12.0,0,1,2026-07,2026-07,auger,sds_max,800.0,auger|sds_max,1ZWG50dm,XPO1,1.0,XPO1
WERHE ® Professional SDS PLUS 30 x 600 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,3,11.0,0,3,2025-07,2026-04,drill_bit,sds_plus,600.0,drill_bit|d30|l600|sds_plus,,XPO1,1.0,XPO1
WERHE ® Professional SDS Max Dłuto szpiczaste 105 x 440 mm SDS Max Nagrywanie 18 mm do Wiertarka Młot Młotek Dłuto Plastikowa walizka,3,11.0,0,3,2025-07,2026-05,chisel_flat,sds_max,440.0,chisel_flat|d105|l440|sds_max,,XPO1,1.0,XPO1
WERHE® Profesjonalny gwoździowkrętak HEX30 Ø10mm męski 270x30mm do wbijania gwoździ uziemiających Pobijak do wbijania gwoździ uziemiających,3,11.0,3,0,2025-09,2026-05,driver_rod,hex30,270.0,driver_rod|d10|l270|hex30,,WRO5,1.0,WRO5
WERHE profesjonalne dłuto łopatkowe SDS Plus 50 x 600 mm szerokości dłuto płaskie szerokie,3,11.0,0,3,2026-02,2026-05,chisel_flat,sds_plus,600.0,chisel_flat|d50|l600|sds_plus,,XPO1,1.0,XPO1
Wiertło do Betonu 16x600mm SDS Max,2,11.0,0,2,2026-07,2026-08,drill_bit,sds_max,600.0,drill_bit|d16|l600|sds_max,2WB16x600m,XPO1,1.0,XPO1
Wiertło do betonu 18x600mm SDS MAX,2,11.0,0,2,2026-07,2026-08,drill_bit,sds_max,600.0,drill_bit|d18|l600|sds_max,2WB18x600m,XPO1,1.0,XPO1
"WERHE® Professional HEX28 Ø16,5mm 25x260mm gwoździarka do wbijania gwoździ uziemiających Gwoździarka do wbijania gwoździ uziemiających - Młotek udarowy Gwoździarka do wbijania sztyftów",4,11.0,4,0,2024-09,2026-01,driver_rod,hex28,260.0,driver_rod|d16.5|l260|hex28,,WRO5,1.0,WRO5
WERHE ® Professional SDS Max Moil Shank Zestaw dłut trzcinowych 3 sztuki 18 25 50 x 400 mm płaski czubek z zimną końcówką do młotka do rozbiórki,4,11.0,0,4,2024-12,2026-05,set_chisel,sds_max,400.0,set_chisel|sds_max|n50,,XPO1,1.0,XPO1
"WERHE® Groszkownik SDS MAX, 16 zębów, 220 mm – do obróbki betonu i kamienia",3,11.0,3,0,2026-03,2026-05,chisel_bush,sds_max,220.0,chisel_bush|l220|sds_max,,WRO5,1.0,WRO5
WERKON Profesjonalne wiertło do betonu SDS Plus 16 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,1,11.0,0,1,2025-02,2025-02,drill_bit,sds_plus,460.0,drill_bit|d16|l460|sds_plus,,XPO1,1.0,XPO1
Werhe® 10 szt. Szybka wymiana śrub do wierteł ziemnych. Śruba zabezpieczająca z zawleczką. Wykonany z wysokiej jakości stali sprężynowej. Śruba nadaje się do wszystkich uniwersalnych wierteł ziemnych.,3,11.0,3,0,2025-10,2026-03,pin,,150.0,pin|n10,,WRO5,1.0,WRO5
Dłuto do betonu 50x400 Sds max,1,10.0,0,1,2026-07,2026-07,chisel_flat,sds_max,400.0,chisel_flat|d50|l400|sds_max,3DB50x400m,XPO1,1.0,XPO1
Wbijak do pali 55x75x220mm SDS Max,1,10.0,1,0,2026-07,2026-07,driver_pile,sds_max,75.0,driver_pile|d55|l75|sds_max,6PO55x200m,WRO5,1.0,WRO5
Bruzdownik motylkowy 400mm SDS Plus,1,10.0,0,1,2026-07,2026-07,chisel_gouge,sds_plus,400.0,chisel_gouge|l400|sds_plus,3Brm400p,XPO1,1.0,XPO1
Groszkownik 200mm 4 zębów SDS Max,1,10.0,1,0,2026-08,2026-08,chisel_bush,sds_max,200.0,chisel_bush|l200|sds_max,6GR4x200m,WRO5,1.0,WRO5
"WERHE SDS Plus na M14 adapter, stal",1,10.0,1,0,2026-06,2026-06,adapter,sds_plus,150.0,adapter|sds_plus|m14,,WRO5,1.0,WRO5
Młotek Gumowy SDS MAX,1,10.0,1,0,2026-07,2026-07,other,sds_max,150.0,other|sds_max,6POmg,WRO5,1.0,WRO5
"Gwoździarka 13,5mm SDS Plus",1,10.0,1,0,2026-08,2026-08,other,sds_plus,150.0,other|sds_plus,"6PO13,5pk",WRO5,1.0,WRO5
"Gwoździarka 16,5mm SDS Plus",1,10.0,1,0,2026-07,2026-07,other,sds_plus,150.0,other|sds_plus,"6PO16,5pk",WRO5,1.0,WRO5
"Gwoździarka 10,5mm SDS Plus",1,10.0,1,0,2026-07,2026-07,other,sds_plus,150.0,other|sds_plus,"6PO10,5pk",WRO5,1.0,WRO5
Nożyki T344D,1,10.0,1,0,2026-07,2026-07,blade_jigsaw,,150.0,blade_jigsaw|T344D,7NT344D,WRO5,1.0,WRO5
Nożyki T718GF,1,10.0,1,0,2026-07,2026-07,blade_jigsaw,,150.0,blade_jigsaw|T718GF,7NT718GF,WRO5,1.0,WRO5
"Pobijak 13,5mm HEX30",1,10.0,1,0,2026-07,2026-07,driver_rod,hex30,150.0,driver_rod|d13.5|hex30,"6PO13,5h30",WRO5,1.0,WRO5
"WERKON brzeszczoty do wyrzynarki T744D, 180 mm, HCS stal, zestaw 10 szt.",1,10.0,1,0,2026-06,2026-06,blade_jigsaw,,180.0,blade_jigsaw|T744D|l180|n10,,WRO5,1.0,WRO5
Adapter do świdrów (20mm) - M14 Gwint Wewnętrzny,1,10.0,1,0,2026-08,2026-08,adapter,m14,150.0,adapter|m14,4AM14wew-WG,WRO5,1.0,WRO5
WERHE Profesjonalne wiertło do betonu SDS Plus 25 x 260 mm młotek beton kwadratowy X poczwórne cięcie krzyżowe,1,10.0,1,0,2025-11,2025-11,drill_bit,sds_plus,260.0,drill_bit|d25|l260|sds_plus,,WRO5,1.0,WRO5
"WERHE Profesjonalny brzeszczot do wyrzynarki do drewna, C 180 mm, T744D, ekstra długie, szybkie cięcie grubych warstw, kompatybilne z wyrzynarkami Bosh, Metabo, Makita",1,10.0,1,0,2026-01,2026-01,blade_jigsaw,,180.0,blade_jigsaw|T744D|l180,,WRO5,1.0,WRO5
WERHE Professional SDS Plus wiertarka do betonu 6 x 160 mm,1,10.0,1,0,2024-06,2024-06,drill_bit,sds_plus,160.0,drill_bit|d6|l160|sds_plus,,WRO5,1.0,WRO5
WERHE ® profesjonalne ostrze wielofunkcyjne 210 x 30 mm 60Z zębatka uniwersalna piła okrągła,2,10.0,2,0,2026-04,2026-05,other,,150.0,other,,WRO5,1.0,WRO5
"WERHE adapter M14 do świdrów ziemnych – Wytrzymały adapter do mieszadła ze stali hartowanej do wiertnic glebowych – Wszechstronne zastosowanie do ogrodzeń, słupków i drzew",1,10.0,1,0,2026-05,2026-05,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
"WERHE adapter M14 na chwycie sześciokątnym 8 mm, do wkrętarki, wiertarka",1,10.0,1,0,2026-06,2026-06,adapter,hex,150.0,adapter|hex|m14,,WRO5,1.0,WRO5
"WERHE świder ziemny 80 mm Ø, 300 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",1,10.0,1,0,2026-05,2026-05,auger,,300.0,auger|d80,,WRO5,1.0,WRO5
Groszkownik 220mm 35x35mm 16 zębów SDS Plus,1,10.0,1,0,2026-07,2026-07,chisel_bush,sds_plus,35.0,chisel_bush|d35|l35|sds_plus,6GR16x220p,WRO5,1.0,WRO5
Groszkownik 220mm 35x35mm 16 zębów SDS Max,1,10.0,1,0,2026-08,2026-08,chisel_bush,sds_max,35.0,chisel_bush|d35|l35|sds_max,6GR16x220m,WRO5,1.0,WRO5
WERHE® brzeszczot do wyrzynarki drewno 2379 - do precyzyjnego cięcia w laminacie i płytach wiórowych - brzeszczoty do wyrzynarek z uchwytem osi T - akcesoria do wyrzynarek,1,10.0,1,0,2025-06,2025-06,blade_jigsaw,,150.0,blade_jigsaw,,WRO5,1.0,WRO5
"Zestaw wierteł do betonu 6,5x260 5szt SDS PLUS",2,10.0,2,0,2026-08,2026-08,set_drill,sds_plus,260.0,set_drill|sds_plus|n5,,WRO5,1.0,WRO5
"Adapter Mufa 1.1/4"" do 20mm",1,10.0,1,0,2026-08,2026-08,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,4A1.1/4-WG,WRO5,1.0,WRO5
Adapter M14 + Zawleczka prosta,1,10.0,1,0,2026-08,2026-08,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
Adapter Głowka SDS Plus z 1/2-20UNF #1,1,10.0,1,0,2026-07,2026-07,adapter,sds_plus,150.0,adapter|sds_plus|unf_1_2,4Ap1/2-20UNF,WRO5,1.0,WRO5
"WERHE świder ziemny 40 x 220 mm do wkrętarki i wiertarki, świder ogrodowy",1,10.0,1,0,2026-06,2026-06,auger,,220.0,auger|d40|l220,,WRO5,1.0,WRO5
"Pobijak 20,2x28x260mm HEX28",2,10.0,2,0,2026-07,2026-08,driver_rod,hex28,28.0,driver_rod|d20.2|l28|hex28,"6PO20,2h28",WRO5,1.0,WRO5
WERHE® SDS Plus Męski wbijak do kołków uziemiających Ø10 mm 125 mm – Solidne stalowe narzędzie do prętów uziemiających – Precyzyjne i trwałe,2,10.0,2,0,2025-09,2025-10,driver_rod,sds_plus,125.0,driver_rod|d10|sds_plus,,WRO5,1.0,WRO5
WERHE® SDS Plus Męski pobijak do uziomów Ø12 mm 125 mm – Wytrzymałe narzędzie stalowe do prętów uziemiających – Precyzyjne i trwałe,2,10.0,2,0,2025-09,2025-10,driver_rod,sds_plus,125.0,driver_rod|d12|sds_plus,,WRO5,1.0,WRO5
"WERHE® Zestaw 5 brzeszczotów WERHE® T118A do wyrzynarki – Precyzyjne cięcie cienkich blach (1-3 mm) – Brzeszczot HSS do metalu z trzpieniem T, trwały i wszechstronny",1,10.0,1,0,2026-03,2026-03,other,,150.0,other,,WRO5,1.0,WRO5
WERHE® Profesjonalny gwoździowkrętak SDS Max Ø12mm męski 150x18mm do wbijania gwoździ uziemiających Pobijak do wbijania gwoździ uziemiających,2,10.0,2,0,2025-09,2025-10,driver_rod,sds_max,150.0,driver_rod|d12|l150|sds_max,,WRO5,1.0,WRO5
"WERHE® Professional HEX28 Ø25,5mm 35x260mm gwoździarka do wbijania gwoździ uziemiających uziomy prętowe uziomy prętowe - młotek podnośnikowy wbijak gwoździarka do gwoździ uziemiających",3,10.0,3,0,2024-09,2025-09,driver_rod,hex28,260.0,driver_rod|d25.5|l260|hex28,,WRO5,1.0,WRO5
WERHE Wiertło SDS PLUS do betonu 16 x 460 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,1,10.0,0,1,2026-05,2026-05,drill_bit,sds_plus,460.0,drill_bit|d16|l460|sds_plus,,XPO1,1.0,XPO1
"WERHE SDS Max na SDS Plus adapter, stal chromowo-wanadowa",2,10.0,2,0,2026-06,2026-06,adapter,sds_max,150.0,adapter|sds_max|sds_plus,,WRO5,1.0,WRO5
"WERHE Świder ziemny 100 mm z uchwytem SDS Plus, wytrzymała końcówka wiertła do runa wiertła wiertła wiertła z podwójnym wałem",1,10.0,0,1,2024-06,2024-06,auger,sds_plus,800.0,auger|d100|sds_plus|dbl,,XPO1,1.0,XPO1
WERHE® SDS Max 65 mm wbijak do słupków – Do szybkiego wbijania palików Star-Pitch młotem wyburzeniowym – Wytrzymała konstrukcja ze stali chromowo-wanadowej,1,10.0,1,0,2026-05,2026-05,driver_pile,sds_max,150.0,driver_pile|d65|sds_max,,WRO5,1.0,WRO5
WERHE® Brzeszczot do wyrzynarki T118A 5 szt. do cięcia metalu - do precyzyjnego cięcia cienkich blach (1-3 mm) - brzeszczot do metalu do wyrzynarki z uchwytem w kształcie litery T,1,10.0,1,0,2025-03,2025-03,blade_jigsaw,,150.0,blade_jigsaw|T118A|n5,,WRO5,1.0,WRO5
WERHE® Brzeszczot do wyrzynarki T127D 5 szt. do cięcia metalu - do precyzyjnego cięcia aluminiowych blach (3-15 mm) - brzeszczot do metalu do wyrzynarki z uchwytem w kształcie litery T,1,10.0,1,0,2025-06,2025-06,blade_jigsaw,,150.0,blade_jigsaw|T127D|n5,,WRO5,1.0,WRO5
WERHE Dłuta SDS Plus 50 x 250 mm – Dłuto płaskie do kucia betonu i usuwania płytek – Solidne akcesorium do młotów udarowo-obrotowych i młotów wyburzeniowych,1,10.0,1,0,2026-03,2026-03,chisel_flat,sds_plus,250.0,chisel_flat|d50|l250|sds_plus,,WRO5,1.0,WRO5
WERHE Dłuto SDS Plus 30 x 150 mm – Dłuto płaskie do kucia betonu i usuwania płytek – Solidne akcesorium do młotów udarowo-obrotowych i młotów wyburzeniowych,1,10.0,1,0,2026-03,2026-03,chisel_flat,sds_plus,150.0,chisel_flat|d30|l150|sds_plus,,WRO5,1.0,WRO5
"WERHE Profesjonalne Wiertło SDS Plus 14 x 460 mm Do Betonu, Kamienia - Wiertło Udarowe",3,10.0,0,3,2025-07,2026-04,drill_bit,sds_plus,460.0,drill_bit|d14|l460|sds_plus,,XPO1,1.0,XPO1
"WERHE brzeszczoty do wyrzynarki do drewna, zestaw 2 szt., chwyt typu T, HCS",1,10.0,1,0,2026-06,2026-06,blade_jigsaw,,150.0,blade_jigsaw|n2,,WRO5,1.0,WRO5
"WERHE brzeszczot do piły szablastej do cegły, węglik spiekany, 305 mm",1,10.0,1,0,2026-06,2026-06,blade_recip,,305.0,blade_recip|l305,,WRO5,1.0,WRO5
"WERHE adapter M18 na 1 1/4 cala UNC do koronek diamentowych, stal, 115 mm",1,10.0,1,0,2026-06,2026-06,adapter,m18,115.0,adapter|m18|unc_1_1_4,,WRO5,1.0,WRO5
